Xco,Yco,VertRan,SlopeAvg,SlopeMa25,SlopeMa10,DistMSoil,SoilDMVL,SoilDMWT,CanopyCAvg,CanopyCMax,CanopyCMin,TreeInfLiv,TreeInfAll,BasalArea,CrownI,LitterI,SnowC0423,WatTab100,WatTab90,WatTab50,WatTab10,WatTab0,WatTabRan,WatTabHMi,WatTabLMa,WatTem0527,WatTem0826,WatpH0527,WatpH0826,WatECo0527,WatECo0826,WatO0527,WatO0826,SoilVolWt,SoilLossOI,SoilpHH2O,SoilpHKCl,SoilCEC,SoilBaSat,HumusC,HumusN,HumusP,HumusS,HumusExAc,HumusCa,HumusMg,HumusK,HumusNa,HumusBa,HumusFe,HumusMn,HumusSr,HumusZn,HumusAl,NVas,NMos,NSph,NHep,NCry,NTot,DCA1,DCA2,DCA3,DCA4,SSK1,SSK2,SSK3,SSK4,SSK5,SSK6,SSK7,SSK8,SSK9,SSK10
663.2,799.1,0.706,0.814,0.717,0.722,0.202,0.653,0.621,0.854,0.893,0.653,0.650,0.572,0.757,0.693,0.971,0.000,0.389,0.404,0.420,0.440,0.474,0.373,0.467,0.297,0.628,0.605,0.863,0.804,0.605,0.421,0.441,0.596,0.431,0.462,0.569,0.483,0.371,0.166,0.369,0.448,0.009,0.646,0.652,0.254,0.394,0.313,0.558,0.293,0.416,0.620,0.451,0.409,0.809,0.662,0.237,0.649,0.190,0.388,0.491,1.66,1.27,0.75,1.44,0,0,0,0,0,0,0,1,0,0
659.3,793.3,0.395,0.624,0.466,0.464,0.549,0.774,0.747,0.605,0.536,0.320,0.233,0.218,0.363,0.366,0.426,0.000,0.558,0.613,0.665,0.706,0.648,0.417,0.537,0.811,0.670,0.605,0.755,0.731,0.619,0.601,0.517,0.495,0.273,0.448,0.594,0.532,0.595,0.304,0.856,0.445,0.010,0.901,0.600,0.418,0.609,0.652,0.585,0.444,0.486,0.784,0.619,0.550,0.774,0.627,0.237,0.526,0.190,0.344,0.439,0.68,1.66,0.28,1.61,0,0,0,0,0,0,0,1,0,0
657.6,790.8,0.615,0.825,0.639,0.577,0.624,0.714,0.684,0.501,0.462,0.105,0.097,0.022,0.330,0.632,0.792,0.000,0.438,0.492,0.537,0.574,0.573,0.301,0.492,0.539,0.579,0.589,0.799,0.764,0.633,0.606,0.494,0.607,0.585,0.292,0.635,0.562,0.382,0.454,0.807,0.755,0.018,0.821,0.434,0.358,0.488,0.718,0.555,0.389,0.447,0.643,0.527,0.473,0.655,0.293,0.085,0.526,0.000,0.193,0.109,1.02,1.12,0.44,1.58,0,0,0,0,0,0,0,1,0,0
652.5,783.3,0.574,0.552,0.466,0.472,0.618,0.767,0.744,0.854,0.701,0.883,0.894,0.828,0.569,0.634,0.563,0.607,0.438,0.484,0.527,0.570,0.599,0.250,0.511,0.661,0.565,0.784,0.810,1.000,0.810,0.709,0.291,0.495,0.487,0.594,0.326,0.346,0.682,0.655,0.625,0.557,0.839,0.677,0.406,0.546,0.719,0.543,0.609,0.357,0.482,0.319,0.728,0.470,0.386,0.846,0.435,0.649,0.324,0.540,0.720,1.79,1.11,1.21,1.84,0,0,0,0,0,0,0,1,0,0
677.6,795.4,0.529,0.642,0.466,0.288,0.795,0.778,0.761,0.229,0.121,0.158,0.000,0.000,0.000,0.025,0.000,0.078,0.309,0.269,0.278,0.319,0.375,0.373,0.367,0.426,0.621,0.416,0.479,0.581,0.402,0.237,0.494,0.518,0.408,0.222,0.545,0.498,0.395,0.223,0.431,0.572,0.024,0.881,0.655,0.324,0.393,0.456,0.682,0.246,0.017,0.218,0.430,0.227,0.826,0.627,0.237,0.649,0.324,0.429,0.491,0.81,1.22,0.15,1.58,0,0,0,0,0,0,0,1,0,0
671.4,786.3,0.425,0.600,0.466,0.190,0.877,0.842,0.825,0.313,0.218,0.266,0.016,0.036,0.114,0.150,0.005,1.000,0.567,0.542,0.558,0.565,0.454,0.689,0.535,0.551,0.458,0.488,0.248,0.486,0.325,0.075,0.410,0.649,0.602,0.564,0.370,0.368,0.699,0.710,0.379,0.558,0.691,0.639,0.375,0.564,0.757,0.307,0.867,0.341,0.400,0.065,0.829,0.292,0.534,0.789,0.372,0.649,0.324,0.505,0.656,0.36,2.03,0.00,1.62,0,0,0,0,0,0,0,1,0,0
668.9,782.5,0.615,0.694,0.693,0.628,1.000,0.813,0.787,0.640,0.615,0.429,0.832,0.642,0.234,0.773,0.673,0.000,0.681,0.713,0.762,0.792,0.750,0.499,0.655,0.704,0.351,0.573,0.370,0.502,0.455,0.390,0.558,0.530,0.509,0.746,0.169,0.172,0.560,0.367,0.395,0.447,0.840,0.208,0.577,0.385,0.685,0.583,0.389,0.265,0.596,0.090,0.601,0.490,0.406,0.433,0.704,0.649,0.703,0.819,0.678,1.52,2.92,0.91,1.60,0,0,0,0,0,0,0,1,0,0
667.5,780.5,0.574,0.515,0.423,0.323,0.780,0.817,0.797,0.415,0.218,0.540,0.302,0.097,0.330,0.734,0.599,0.820,0.499,0.513,0.571,0.605,0.551,0.460,0.535,0.566,0.465,0.589,0.382,0.581,0.287,0.385,0.558,0.541,0.542,0.590,0.384,0.432,0.818,0.803,0.509,0.596,0.819,0.570,0.314,0.640,0.916,0.545,0.606,0.392,0.413,0.216,0.875,0.330,0.275,0.554,0.494,0.526,0.190,0.505,0.491,0.72,1.09,0.50,2.25,0,0,0,0,0,0,0,1,0,0
688.6,786.7,0.330,0.315,0.148,0.136,0.000,0.538,0.469,0.535,0.615,0.485,0.640,0.270,0.266,0.464,0.744,0.401,0.659,0.697,0.730,0.751,0.733,0.480,0.631,0.997,0.408,0.637,0.326,0.428,0.498,0.307,0.538,0.518,0.000,0.973,0.186,0.094,0.535,0.060,0.227,0.000,0.722,0.347,0.834,0.177,0.432,0.819,0.679,0.032,0.627,0.516,0.218,0.443,0.495,0.516,0.164,0.400,0.000,0.193,0.270,0.51,2.61,1.07,0.61,0,0,0,0,0,0,0,1,0,0
686.4,783.4,0.294,0.441,0.327,0.472,0.202,0.831,0.813,0.518,0.462,0.429,0.000,0.361,0.363,0.425,0.000,1.000,0.499,0.516,0.569,0.617,0.551,0.460,0.481,0.777,0.394,0.621,0.149,0.201,0.000,0.466,0.623,0.628,0.355,0.820,0.094,0.072,0.491,0.092,0.561,0.265,0.864,0.274,0.784,0.176,0.651,0.854,0.358,0.090,0.728,0.182,0.363,0.471,0.454,0.554,0.237,0.649,0.429,0.468,0.465,0.45,2.41,0.61,1.42,0,0,0,0,0,0,0,1,0,0
684.0,779.9,0.897,0.937,0.882,1.000,0.391,0.826,0.802,0.711,0.615,0.596,0.754,0.893,0.396,0.490,0.518,0.401,0.644,0.691,0.745,0.778,0.766,0.373,0.765,0.468,0.344,0.589,0.220,0.291,0.359,0.230,0.291,0.506,0.431,0.717,0.202,0.182,0.539,0.287,0.428,0.366,0.878,0.331,0.626,0.345,0.664,0.694,0.387,0.203,0.586,0.284,0.536,0.413,0.476,0.433,0.494,0.526,0.586,0.636,0.516,1.11,2.93,0.67,1.48,0,0,0,0,0,0,0,1,0,0
676.9,769.3,0.330,0.552,0.213,0.525,0.635,0.820,0.808,0.535,0.394,0.540,0.000,0.058,0.085,0.272,0.000,1.000,0.186,0.204,0.242,0.263,0.211,0.373,0.199,0.433,0.614,0.556,0.563,0.726,0.362,0.340,0.786,0.669,0.575,0.314,0.724,0.705,0.814,0.889,0.552,0.802,0.550,0.773,0.155,0.710,0.912,0.454,0.311,0.552,0.288,0.595,0.899,0.463,0.329,0.627,0.307,0.649,0.190,0.429,0.491,1.54,0.18,0.75,1.71,0,0,0,0,0,0,0,1,0,0
688.8,760.1,0.118,0.284,0.078,0.199,0.151,0.521,0.486,0.587,0.536,0.320,0.129,0.015,0.173,0.431,0.466,1.000,0.217,0.233,0.295,0.353,0.254,0.373,0.165,0.550,0.607,0.556,0.441,0.652,0.509,0.528,0.517,0.564,0.376,0.445,0.778,0.729,0.908,0.918,0.388,0.487,0.590,0.691,0.100,0.743,1.000,0.506,0.319,0.472,0.001,0.613,0.882,0.404,0.309,0.592,0.085,0.526,0.190,0.247,0.357,1.49,0.23,0.83,2.06,0,0,0,0,0,0,0,1,0,0
686.5,756.8,0.552,0.608,0.466,0.314,0.562,0.818,0.801,0.364,0.331,0.374,0.709,0.437,0.298,0.654,0.471,0.966,0.350,0.402,0.456,0.519,0.442,0.350,0.417,0.482,0.565,0.540,0.466,0.634,0.489,0.560,0.538,0.495,0.496,0.439,0.656,0.662,0.944,0.894,0.118,0.515,0.504,0.892,0.174,0.773,0.954,0.350,0.639,0.558,0.002,0.578,0.954,0.386,0.331,0.554,0.085,0.526,0.000,0.193,0.300,1.31,0.29,1.32,2.34,0,0,0,0,0,0,0,1,0,0
683.7,752.7,0.479,0.508,0.423,0.332,0.401,0.604,0.563,0.640,0.394,0.710,0.970,0.838,0.464,0.583,0.462,0.078,0.406,0.459,0.517,0.529,0.378,0.519,0.424,0.461,0.579,0.470,0.560,0.779,0.520,0.327,0.558,0.433,0.553,0.414,0.535,0.535,0.774,0.790,0.255,0.540,0.531,0.575,0.258,0.653,0.825,0.496,0.378,0.490,0.405,0.634,0.820,0.460,0.428,0.554,0.237,0.526,0.324,0.388,0.412,1.58,1.35,0.98,1.77,0,0,0,0,0,0,0,1,0,0
682.0,750.2,0.615,0.858,0.693,0.602,0.000,0.589,0.559,0.587,0.394,0.596,0.347,0.066,0.330,0.658,0.787,0.781,0.146,0.211,0.262,0.267,0.275,0.250,0.220,0.193,0.600,0.452,0.722,0.794,0.460,0.649,0.779,0.552,0.737,0.147,0.692,0.705,0.632,0.807,0.248,0.770,0.032,0.845,0.224,0.639,0.722,0.343,0.647,0.583,0.330,0.627,0.857,0.414,0.494,0.759,0.882,0.526,0.909,0.982,1.000,2.74,1.33,1.04,1.37,0,0,0,0,0,0,0,1,0,0
697.2,745.8,0.634,0.742,0.667,0.705,0.448,0.744,0.712,0.640,0.394,0.767,0.758,0.392,0.363,0.903,0.847,0.859,0.537,0.613,0.671,0.717,0.703,0.250,0.654,0.837,0.550,0.359,0.669,0.679,0.532,0.510,0.441,0.518,0.755,0.170,0.579,0.596,0.637,0.733,0.381,0.773,0.029,0.632,0.293,0.623,0.709,0.404,0.435,0.632,0.264,0.674,0.847,0.545,0.552,0.554,1.000,0.526,0.797,0.982,0.896,2.64,2.58,1.32,2.07,0,0,0,0,0,0,0,1,0,0
705.0,739.5,0.395,0.549,0.272,0.358,0.025,0.554,0.517,0.675,0.536,0.429,0.073,0.133,0.835,0.358,0.000,1.000,0.234,0.295,0.364,0.445,0.478,0.070,0.312,0.671,0.529,0.319,0.740,0.774,0.589,0.443,0.376,0.792,0.813,0.071,0.740,0.769,0.572,0.717,0.408,0.759,0.049,0.637,0.177,0.611,0.787,0.538,0.803,0.623,0.315,0.864,0.817,0.511,0.438,0.789,0.307,0.526,0.703,0.606,0.720,2.99,1.27,1.25,1.30,0,0,0,0,0,0,0,1,0,0
11.9,1057.0,0.745,0.608,0.543,0.341,0.169,0.512,0.480,0.782,0.536,0.710,0.736,0.406,0.757,0.774,0.679,0.896,0.100,0.137,0.235,0.323,0.386,0.000,0.402,0.321,0.663,1.000,0.641,0.594,0.692,0.928,0.494,0.160,0.898,0.035,0.929,0.906,0.820,0.989,0.485,0.860,0.399,0.208,0.000,0.971,0.748,0.357,0.529,0.440,0.522,0.573,0.934,0.000,0.108,0.475,0.550,0.000,0.514,0.505,0.439,3.79,1.29,0.72,0.30,0,0,0,0,0,0,0,0,1,0
21.7,1055.0,0.797,0.867,0.852,0.739,0.448,0.413,0.341,0.963,0.701,1.000,0.762,0.917,0.718,0.400,0.590,0.047,0.438,0.513,0.582,0.637,0.648,0.135,0.579,0.448,0.746,0.668,0.669,0.607,0.591,0.977,0.662,0.299,0.802,0.272,0.491,0.491,0.802,0.870,0.632,0.833,0.496,0.478,0.102,0.755,0.594,0.508,0.545,0.595,0.363,0.724,0.791,0.505,0.246,0.695,0.882,0.270,0.875,0.925,0.914,2.69,3.14,1.42,2.12,0,0,0,0,0,0,0,0,1,0
18.8,1055.3,0.439,0.628,0.466,0.551,0.381,0.343,0.320,0.908,0.701,0.941,0.862,0.905,0.718,0.884,0.810,0.016,0.111,0.137,0.109,0.157,0.159,0.326,0.168,0.323,0.774,0.573,0.851,0.760,0.688,0.798,0.608,0.341,0.884,0.045,0.772,0.761,0.668,0.928,0.524,0.914,0.354,0.320,0.000,0.816,0.590,0.503,0.525,0.419,0.509,0.720,0.759,0.161,0.081,0.662,0.840,0.137,0.797,0.842,0.821,3.20,2.35,1.29,1.67,0,0,0,0,0,0,0,0,1,0
8.8,1056.3,0.615,0.540,0.300,0.243,0.000,0.404,0.358,0.963,0.701,1.000,0.979,0.874,0.835,0.876,0.871,0.344,0.246,0.308,0.370,0.415,0.408,0.222,0.318,0.328,0.753,0.742,1.000,0.881,0.933,1.000,0.000,0.255,0.829,0.227,0.889,0.885,0.962,0.974,0.671,0.858,0.507,0.265,0.000,0.910,0.647,0.472,0.452,0.345,0.400,0.607,0.804,0.045,0.000,0.592,0.751,0.000,0.648,0.693,0.656,3.15,2.47,0.87,1.68,0,0,0,0,0,0,0,0,1,0
21.6,1043.9,0.689,0.491,0.609,0.654,0.439,0.476,0.423,0.908,0.615,0.883,0.664,0.662,0.569,0.695,0.695,0.781,0.377,0.441,0.501,0.567,0.562,0.194,0.419,0.361,0.600,0.397,0.604,0.547,0.589,0.680,0.494,0.193,0.999,0.000,0.850,0.851,0.440,0.989,0.330,0.753,0.374,0.090,0.000,1.000,0.682,0.319,0.471,0.446,0.324,0.581,0.898,0.116,0.140,0.727,0.923,0.270,0.875,0.945,0.949,3.23,2.36,1.31,1.99,0,0,0,0,0,0,0,0,1,0
19.6,1044.1,0.605,0.620,0.667,0.739,0.588,0.626,0.600,0.746,0.536,0.767,0.000,0.053,0.643,0.530,0.115,0.932,0.116,0.144,0.208,0.284,0.345,0.103,0.203,0.268,0.635,0.257,0.744,0.764,0.710,0.735,0.685,0.421,0.854,0.098,1.000,1.000,0.962,1.000,0.380,0.847,0.350,0.556,0.000,0.996,0.666,0.222,0.651,0.383,0.036,0.506,0.889,0.018,0.120,0.727,0.840,0.270,0.753,0.842,0.859,3.38,2.05,0.97,1.63,0,0,0,0,0,0,0,0,1,0
12.6,1044.9,0.235,0.381,0.243,0.270,0.575,0.516,0.490,0.818,0.615,0.767,0.307,0.318,0.796,0.466,0.000,0.966,0.016,0.058,0.121,0.157,0.171,0.194,0.000,0.429,0.621,0.236,0.594,0.581,0.692,0.770,0.674,0.327,0.815,0.173,0.794,0.839,0.997,0.958,0.447,0.907,0.447,0.582,0.000,0.967,0.604,0.245,0.657,0.431,0.263,0.676,0.911,0.095,0.181,0.627,0.550,0.137,0.324,0.468,0.516,3.66,1.17,0.79,0.49,0,0,0,0,0,0,0,0,1,0
10.8,1037.0,0.574,0.456,0.300,0.568,0.337,0.516,0.471,0.746,0.462,0.767,0.351,0.453,0.680,0.209,0.479,0.932,0.376,0.401,0.444,0.485,0.473,0.350,0.503,0.587,0.663,0.236,0.607,0.523,0.643,0.548,0.538,0.483,0.885,0.096,0.822,0.835,0.761,0.884,0.323,0.863,0.042,0.238,0.011,0.824,0.532,0.343,0.609,0.528,0.309,0.793,0.805,0.304,0.262,0.789,0.882,0.400,0.429,0.771,0.840,3.37,1.70,0.94,1.17,0,0,0,0,0,0,0,0,1,0
210.5,2208.8,0.505,0.561,0.543,0.217,0.807,0.997,0.998,0.163,0.077,0.105,0.000,0.004,0.085,0.052,0.000,0.283,0.460,0.429,0.462,0.466,0.309,0.657,0.443,0.337,1.000,0.916,0.349,0.573,0.551,0.355,0.441,0.127,0.448,0.347,0.560,0.581,0.789,0.729,0.778,0.637,0.015,0.911,0.330,0.698,0.604,0.539,0.555,0.544,0.377,0.657,0.718,0.495,0.593,0.695,0.237,0.526,0.000,0.297,0.465,1.25,0.53,1.18,1.97,0,0,0,0,0,0,0,0,0,1
206.6,2208.4,0.874,0.924,0.954,0.739,0.630,1.000,1.000,0.313,0.394,0.212,0.544,0.537,0.234,0.120,0.000,0.456,0.558,0.565,0.603,0.625,0.487,0.641,0.737,0.245,0.719,0.742,0.712,0.707,0.521,0.407,0.376,0.056,0.553,0.448,0.635,0.615,0.879,0.918,0.377,0.515,0.010,0.540,0.136,0.775,0.688,0.285,0.437,0.645,0.282,0.540,0.882,0.519,0.438,0.554,0.603,0.649,0.429,0.665,0.611,1.36,1.94,0.92,1.94,0,0,0,0,0,0,0,0,0,1
204.5,2208.1,0.768,0.988,0.921,0.739,0.489,0.985,0.985,0.605,0.701,0.540,0.385,0.714,0.363,0.228,0.140,0.283,0.505,0.501,0.536,0.544,0.404,0.641,0.639,0.274,0.621,0.637,0.832,0.804,0.847,0.372,0.410,0.144,0.595,0.467,0.545,0.539,0.911,0.908,0.672,0.678,0.646,0.751,0.183,0.783,0.710,0.527,0.636,0.642,0.389,0.414,0.935,0.443,0.423,0.516,0.603,0.769,0.586,0.746,0.656,1.42,1.40,1.51,1.91,0,0,0,0,0,0,0,0,0,1
209.2,2201.6,0.517,0.555,0.624,0.394,0.678,0.813,0.796,0.415,0.394,0.429,0.032,0.010,0.396,0.229,0.000,0.032,0.410,0.409,0.426,0.450,0.306,0.591,0.378,0.286,0.558,0.652,0.428,0.656,0.664,0.310,0.538,0.368,0.496,0.338,0.656,0.666,0.736,0.807,0.721,0.683,0.015,0.869,0.271,0.675,0.613,0.505,0.441,0.521,0.360,0.497,0.679,0.491,0.565,0.727,0.435,0.526,0.000,0.429,0.564,1.43,0.83,1.04,1.76,0,0,0,0,0,0,0,0,0,1
207.2,2201.4,0.380,0.515,0.506,0.637,0.555,0.884,0.875,0.501,0.536,0.540,0.619,0.469,0.534,0.417,0.581,0.150,0.406,0.393,0.425,0.426,0.277,0.608,0.381,0.429,0.529,0.589,0.460,0.581,0.655,0.561,0.576,0.239,0.458,0.447,0.740,0.662,0.953,0.799,0.744,0.509,0.010,0.597,0.265,0.796,0.753,0.509,0.499,0.597,0.389,0.702,0.836,0.553,0.532,0.554,0.164,0.769,0.000,0.344,0.385,1.47,0.72,1.53,1.70,0,0,0,0,0,0,0,0,0,1
205.2,2201.2,0.697,0.713,0.593,0.739,0.401,0.718,0.685,0.640,0.615,0.653,0.270,0.636,0.430,0.289,0.332,0.078,0.581,0.603,0.632,0.654,0.590,0.556,0.667,0.548,0.465,0.523,0.583,0.707,0.773,0.769,0.469,0.209,0.635,0.357,0.449,0.458,0.742,0.721,0.744,0.645,0.561,0.779,0.331,0.657,0.574,0.645,0.658,0.586,0.454,0.620,0.755,0.421,0.534,0.433,0.603,0.769,0.000,0.606,0.491,1.62,1.54,1.33,1.65,0,0,0,0,0,0,0,0,0,1
210.4,2188.6,0.671,0.803,0.639,0.438,0.712,0.923,0.915,0.347,0.462,0.212,0.000,0.086,0.143,0.103,0.000,0.032,0.493,0.503,0.541,0.553,0.403,0.625,0.584,0.366,0.663,0.470,0.476,0.543,0.589,0.578,0.494,0.193,0.420,0.394,0.650,0.631,0.878,0.786,0.790,0.557,0.012,0.764,0.251,0.745,0.738,0.608,0.567,0.600,0.406,0.729,0.817,0.503,0.508,0.592,0.237,0.769,0.000,0.388,0.439,1.46,0.83,1.16,1.99,0,0,0,0,0,0,0,0,0,1
207.6,2188.3,0.634,0.729,0.801,0.217,0.569,0.855,0.835,0.605,0.701,0.374,0.813,0.564,0.534,0.348,0.210,0.000,0.667,0.701,0.749,0.763,0.668,0.608,0.754,0.803,0.458,0.397,0.590,0.656,0.599,0.551,0.494,0.127,0.501,0.574,0.560,0.520,0.878,0.820,0.646,0.471,0.602,0.572,0.263,0.736,0.702,0.465,0.350,0.661,0.331,0.550,0.916,0.477,0.487,0.293,0.435,0.270,0.000,0.344,0.208,0.80,1.77,1.70,1.54,0,0,0,0,0,0,0,0,0,1
205.6,2188.1,0.689,0.664,0.525,0.252,0.439,0.804,0.772,0.764,0.615,0.767,0.945,0.911,0.464,0.461,0.666,0.000,0.752,0.806,0.858,0.885,0.814,0.537,0.767,0.805,0.271,0.488,0.511,0.661,0.485,0.532,0.538,0.177,0.482,0.734,0.278,0.263,0.698,0.554,0.484,0.380,0.811,0.325,0.488,0.544,0.613,0.501,0.464,0.469,0.453,0.189,0.689,0.419,0.474,0.241,0.494,0.137,0.000,0.344,0.175,1.77,2.76,1.19,1.05,0,0,0,0,0,0,0,0,0,1
209.6,2178.5,0.433,0.583,0.553,0.394,0.668,0.839,0.826,0.415,0.462,0.266,0.000,0.014,0.363,0.129,0.000,0.509,0.345,0.352,0.355,0.345,0.264,0.537,0.426,0.502,0.415,0.319,0.410,0.474,0.485,0.445,0.410,0.177,0.473,0.369,0.540,0.547,0.757,0.717,0.628,0.589,0.597,0.903,0.377,0.656,0.716,0.387,0.413,0.656,0.358,0.410,0.841,0.375,0.603,0.433,0.237,0.400,0.000,0.247,0.239,0.97,0.56,1.69,1.92,0,0,0,0,0,0,0,0,0,1
207.7,2178.3,0.574,0.683,0.693,0.481,0.594,0.838,0.820,0.800,0.615,0.825,0.579,0.244,0.464,0.190,0.566,0.000,0.545,0.557,0.577,0.565,0.527,0.574,0.523,0.453,0.337,0.170,0.419,0.466,0.459,0.411,0.798,0.628,0.550,0.484,0.540,0.498,0.804,0.634,0.469,0.606,0.513,0.590,0.435,0.650,0.733,0.391,0.443,0.744,0.388,0.575,0.919,0.363,0.663,0.727,0.435,0.769,0.190,0.540,0.634,1.50,1.69,1.53,1.49,0,0,0,0,0,0,0,0,0,1
205.7,2178.1,0.653,0.730,0.801,0.739,0.505,0.817,0.787,0.605,0.615,0.540,0.918,0.775,0.534,0.290,0.546,0.000,0.793,0.834,0.860,0.857,0.793,0.673,0.787,0.796,0.162,0.319,0.472,0.350,0.482,0.445,0.772,0.541,0.437,0.660,0.407,0.343,0.804,0.655,0.167,0.458,0.761,0.128,0.429,0.630,0.756,0.477,0.309,0.525,0.411,0.433,0.734,0.389,0.507,0.592,0.704,0.400,0.429,0.665,0.634,1.91,2.54,1.33,1.42,0,0,0,0,0,0,0,0,0,1
212.0,2165.7,0.425,0.563,0.506,0.350,0.582,0.810,0.794,0.432,0.394,0.266,0.539,0.332,0.143,0.439,0.042,0.218,0.408,0.415,0.417,0.376,0.236,0.641,0.426,0.419,0.565,0.397,0.457,0.498,0.719,0.510,0.469,0.193,0.442,0.346,0.661,0.635,0.838,0.820,0.501,0.568,0.601,0.671,0.219,0.746,0.673,0.462,0.469,0.597,0.393,0.682,0.832,0.449,0.497,0.433,0.164,0.649,0.000,0.297,0.270,1.28,0.37,1.94,2.04,0,0,0,0,0,0,0,0,0,1
210.0,2165.5,0.168,0.347,0.243,0.288,0.481,0.806,0.786,0.449,0.331,0.429,0.784,0.619,0.266,0.673,0.608,0.859,0.503,0.514,0.525,0.512,0.239,0.762,0.428,0.514,0.480,0.434,0.547,0.594,0.660,0.773,0.469,0.056,0.362,0.631,0.574,0.506,0.916,0.778,0.276,0.346,0.691,0.706,0.356,0.743,0.756,0.311,0.360,0.606,0.384,0.268,0.931,0.325,0.556,0.293,0.085,0.769,0.000,0.297,0.176,1.08,0.93,1.87,1.73,0,0,0,0,0,0,0,0,0,1
965.4,2358.0,0.671,0.591,0.445,0.036,0.288,0.613,0.566,0.908,0.615,0.941,0.139,0.263,0.569,0.411,0.467,0.401,0.555,0.597,0.621,0.668,0.678,0.350,0.620,0.650,0.753,0.506,0.460,0.956,0.619,0.461,0.517,0.270,0.473,0.306,0.463,0.428,0.448,0.211,0.094,0.596,0.017,0.520,0.664,0.343,0.421,0.415,0.292,0.478,0.579,0.548,0.476,0.545,0.829,0.433,0.237,0.769,0.000,0.388,0.329,1.03,1.42,2.16,1.24,0,0,0,0,0,0,0,0,0,0
969.5,2336.3,0.380,0.466,0.272,0.394,0.133,0.542,0.497,0.963,0.793,0.941,0.746,0.608,0.330,0.614,0.855,0.000,0.450,0.469,0.471,0.505,0.488,0.460,0.475,0.692,0.586,0.488,0.870,0.994,0.977,0.466,0.538,0.193,0.317,0.484,0.430,0.385,0.462,0.047,0.000,0.482,0.009,0.674,0.852,0.191,0.281,0.303,0.410,0.338,0.596,0.351,0.286,0.372,0.933,0.475,0.000,0.769,0.000,0.247,0.270,0.79,1.15,2.11,1.58,0,0,0,0,0,0,0,0,0,0
965.5,2336.8,0.453,0.626,0.560,0.525,0.497,0.777,0.762,0.570,0.462,0.429,0.000,0.003,0.396,0.197,0.000,0.896,0.258,0.243,0.209,0.264,0.170,0.499,0.262,0.290,0.593,0.452,0.276,0.552,0.238,0.157,0.779,0.144,0.333,0.236,0.402,0.396,0.467,0.117,0.254,0.573,0.022,0.828,0.781,0.298,0.407,0.230,0.594,0.473,0.511,0.306,0.418,0.523,0.887,0.433,0.000,0.769,0.000,0.247,0.239,0.76,0.99,2.53,1.66,0,0,0,0,0,0,0,0,0,0
968.2,2320.3,0.671,0.545,0.639,0.464,0.301,0.584,0.552,0.836,0.793,0.825,0.680,0.519,0.606,0.586,0.479,0.456,0.287,0.314,0.319,0.362,0.366,0.349,0.334,0.178,0.663,0.452,0.198,0.153,0.280,0.183,0.733,0.530,0.362,0.465,0.453,0.382,0.441,0.110,0.306,0.502,0.009,0.552,0.757,0.258,0.378,0.383,0.314,0.394,0.532,0.255,0.371,0.471,0.880,0.475,0.085,0.769,0.324,0.388,0.357,0.71,0.99,2.37,1.69,0,0,0,0,0,0,0,0,0,0
960.0,2321.4,0.425,0.597,0.466,0.288,0.169,0.556,0.499,0.945,0.793,0.825,0.761,0.525,0.266,0.539,0.644,0.000,0.567,0.631,0.648,0.679,0.681,0.373,0.527,0.793,0.465,0.123,0.334,0.207,0.370,0.345,0.538,0.074,0.099,0.648,0.366,0.277,0.513,0.035,0.438,0.248,0.003,0.611,0.888,0.156,0.341,0.660,0.313,0.252,0.955,0.269,0.281,0.394,0.933,0.695,0.000,0.400,0.000,0.070,0.357,1.88,2.31,1.39,1.02,0,0,0,0,0,0,0,0,0,0
962.5,2279.7,0.347,0.381,0.213,0.199,0.370,0.501,0.467,0.622,0.615,0.540,0.275,0.556,0.298,0.087,0.000,0.401,0.216,0.260,0.262,0.286,0.317,0.301,0.148,0.410,0.501,0.123,0.367,0.285,0.394,0.509,0.538,0.299,0.283,0.440,0.574,0.539,0.672,0.359,0.540,0.378,0.010,1.000,0.631,0.495,0.612,0.507,0.688,0.361,0.533,0.317,0.699,0.258,0.823,0.516,0.085,1.000,0.000,0.388,0.385,1.54,0.92,1.50,1.37,0,0,0,0,0,0,0,0,0,0
957.6,2280.4,0.574,0.604,0.466,0.217,0.712,0.835,0.819,0.728,0.536,0.767,0.813,0.504,0.396,0.416,0.750,0.966,0.411,0.463,0.497,0.537,0.557,0.276,0.451,0.549,0.430,0.278,0.547,0.518,0.309,0.960,0.558,0.193,0.115,0.621,0.412,0.410,0.631,0.211,0.566,0.350,0.004,0.955,0.718,0.389,0.545,0.684,0.489,0.519,0.757,0.477,0.502,0.630,0.853,0.186,0.085,0.886,0.000,0.344,0.142,0.76,2.07,1.37,1.45,0,0,0,0,0,0,0,0,0,0
952.1,2259.9,0.706,0.824,0.693,0.288,0.630,0.844,0.822,0.927,0.615,0.941,0.382,0.873,0.606,0.651,0.620,0.859,0.666,0.745,0.749,0.762,0.771,0.417,0.746,0.815,0.494,0.236,0.214,0.174,0.220,0.922,0.741,0.541,0.146,0.785,0.335,0.277,0.544,0.014,0.507,0.197,0.000,0.390,0.950,0.098,0.173,0.692,0.442,0.217,0.720,0.227,0.153,0.495,0.981,0.241,0.704,0.400,0.648,0.746,0.516,1.74,3.26,1.24,1.67,0,0,0,0,0,0,0,0,0,0
