VertRan,DistMSoil,TreeInfAll,WatTab50,WatTab10,SoilpHH2O,HumusN,HumusBa
0,364,0,326,0,122,0,112,0,119,0,822,0,846,0,388
0,453,0,448,0,000,0,156,0,219,0,822,0,890,0,372
0,653,0,288,0,821,0,543,0,571,0,671,0,882,0,540
0,706,0,202,0,572,0,420,0,440,0,569,0,448,0,293
0,395,0,549,0,218,0,665,0,706,0,594,0,445,0,444
0,615,0,624,0,022,0,537,0,574,0,635,0,755,0,389
0,574,0,618,0,828,0,527,0,570,0,326,0,557,0,357
0,529,0,795,0,000,0,278,0,319,0,545,0,572,0,246
0,425,0,877,0,036,0,558,0,565,0,370,0,558,0,341
0,615,1,000,0,642,0,762,0,792,0,169,0,447,0,265
0,574,0,780,0,097,0,571,0,605,0,384,0,596,0,392
0,330,0,000,0,270,0,730,0,751,0,186,0,000,0,032
0,294,0,202,0,361,0,569,0,617,0,094,0,265,0,090
0,897,0,391,0,893,0,745,0,778,0,202,0,366,0,203
0,330,0,635,0,058,0,242,0,263,0,724,0,802,0,552
0,118,0,151,0,015,0,295,0,353,0,778,0,487,0,472
0,552,0,562,0,437,0,456,0,519,0,656,0,515,0,558
0,479,0,401,0,838,0,517,0,529,0,535,0,540,0,490
0,615,0,000,0,066,0,262,0,267,0,692,0,770,0,583
0,634,0,448,0,392,0,671,0,717,0,579,0,773,0,632
0,395,0,025,0,133,0,364,0,445,0,740,0,759,0,623
0,745,0,169,0,406,0,235,0,323,0,929,0,860,0,440
0,797,0,448,0,917,0,582,0,637,0,491,0,833,0,595
0,439,0,381,0,905,0,109,0,157,0,772,0,914,0,419
0,615,0,000,0,874,0,370,0,415,0,889,0,858,0,345
0,689,0,439,0,662,0,501,0,567,0,850,0,753,0,446
0,605,0,588,0,053,0,208,0,284,1,000,0,847,0,383
0,235,0,575,0,318,0,121,0,157,0,794,0,907,0,431
0,574,0,337,0,453,0,444,0,485,0,822,0,863,0,528
0,505,0,807,0,004,0,462,0,466,0,560,0,637,0,544
0,874,0,630,0,537,0,603,0,625,0,635,0,515,0,645
0,768,0,489,0,714,0,536,0,544,0,545,0,678,0,642
0,517,0,678,0,010,0,426,0,450,0,656,0,683,0,521
0,380,0,555,0,469,0,425,0,426,0,740,0,509,0,597
0,697,0,401,0,636,0,632,0,654,0,449,0,645,0,586
0,671,0,712,0,086,0,541,0,553,0,650,0,557,0,600
0,634,0,569,0,564,0,749,0,763,0,560,0,471,0,661
0,689,0,439,0,911,0,858,0,885,0,278,0,380,0,469
0,433,0,668,0,014,0,355,0,345,0,540,0,589,0,656
0,574,0,594,0,244,0,577,0,565,0,540,0,606,0,744
0,653,0,505,0,775,0,860,0,857,0,407,0,458,0,525
0,425,0,582,0,332,0,417,0,376,0,661,0,568,0,597
0,168,0,481,0,619,0,525,0,512,0,574,0,346,0,606
0,671,0,288,0,263,0,621,0,668,0,463,0,596,0,478
0,380,0,133,0,608,0,471,0,505,0,430,0,482,0,338
0,453,0,497,0,003,0,209,0,264,0,402,0,573,0,473
0,671,0,301,0,519,0,319,0,362,0,453,0,502,0,394
0,425,0,169,0,525,0,648,0,679,0,366,0,248,0,252
0,347,0,370,0,556,0,262,0,286,0,574,0,378,0,361
0,574,0,712,0,504,0,497,0,537,0,412,0,350,0,519
0,706,0,630,0,873,0,749,0,762,0,335,0,197,0,217
0,425,0,233,0,390,0,814,0,809,0,145,0,204,0,246
0,214,0,456,0,450,0,531,0,508,0,393,0,373,0,475
0,653,0,803,0,867,0,560,0,553,0,198,0,331,0,263
0,168,0,702,0,363,0,740,0,756,0,106,0,074,0,074
0,680,0,513,0,800,0,536,0,543,0,045,0,317,0,066
0,540,0,756,0,377,0,855,0,871,0,094,0,223,0,000
0,275,0,505,0,575,0,785,0,808,0,094,0,251,0,218
0,625,0,497,0,510,0,493,0,490,0,326,0,282,0,286
0,671,0,448,0,587,0,525,0,550,0,118,0,356,0,207
0,364,0,646,0,656,0,737,0,749,0,190,0,174,0,049
0,529,0,772,0,347,0,687,0,706,0,075,0,352,0,094
0,563,0,133,0,986,0,576,0,601,0,326,0,355,0,370
0,410,0,465,0,001,0,492,0,509,0,321,0,322,0,327
0,294,0,113,0,502,0,696,0,725,0,287,0,410,0,369
